P1,P1_House,Aspect,P2,P2_House,EventType,Type,Date,Time,Timezone,Age,Pos1_Deg,Pos1_Sign,Pos1_Dir,Pos2_Deg,Pos2_Sign,Pos2_Dir
Saturn,10,Sesquiquadrate,Moon,2,Leave,Tr-Na,2026-03-20,20:37:55,AWST,28.253,4.1,Aries,Dir,18.1,Leo,Dir
Moon,11,Conjunction,Taurus,11,SignIngress,Tr-Tr,2026-03-21,14:35:03,AWST,28.255,0.0,Taurus,Dir,0.0,Taurus,Dir
Moon,3,Quincunx,Mars,8,Enter,Sp-Na,2026-03-21,22:13:34,AWST,28.256,29.083,Leo,Dir,0.083,Aquarius,Dir
Uranus,11,Semi-Square,Saturn,10,Enter,Tr-Sp,2026-03-22,10:12:46,AWST,28.257,28.35,Taurus,Dir,14.35,Aries,Dir
Uranus,11,Sextile,ASC,2,Enter,Tr-Sp,2026-03-22,11:57:45,AWST,28.257,28.35,Taurus,Dir,29.35,Cancer,Dir
Saturn,10,Trine,ASC,2,Enter,Tr-Sa,2026-03-22,12:10:51,AWST,28.257,4.317,Aries,Dir,5.317,Leo,Dir
Neptune,10,Sesquiquadrate,Chiron,5,Exact,Tr-Sp,2026-03-23,06:30:46,AWST,28.259,1.85,Aries,Dir,16.85,Scorpio,Dir
Moon,11,Conjunction,Uranus,11,Void,Tr-Tr,2026-03-23,13:39:34,AWST,28.260,28.4,Taurus,Dir,28.4,Taurus,Dir
Moon,11,Conjunction,Gemini,11,SignIngress,Tr-Tr,2026-03-23,16:18:36,AWST,28.261,0.0,Gemini,Dir,0.0,Gemini,Dir
Jupiter,1,Sesquiquadrate,Venus,9,Enter,Tr-Sa,2026-03-24,05:34:28,AWST,28.262,15.333,Cancer,Dir,1.333,Pisces,Dir
Saturn,10,Semi-Square,Jupiter,8,Exact,Tr-Na,2026-03-24,07:37:48,AWST,28.262,4.533,Aries,Dir,19.533,Aquarius,Dir
Jupiter,1,Square,Saturn,10,Leave,Tr-Sp,2026-03-24,11:18:10,AWST,28.263,15.35,Cancer,Dir,14.35,Aries,Dir
Uranus,11,Trine,Neptune,7,Exact,Tr-Na,2026-03-25,05:53:23,AWST,28.265,28.467,Taurus,Dir,28.467,Capricorn,Dir
Moon,12,Sextile,Venus,10,Void,Tr-Tr,2026-03-25,06:37:07,AWST,28.265,22.933,Gemini,Dir,22.933,Aries,Dir
Chiron,10,Square,Sun,7,Exact,Tr-Sa,2026-03-25,07:19:29,AWST,28.265,25.283,Aries,Dir,25.283,Capricorn,Dir
Chiron,10,Square,Sun,7,Exact,Tr-Sp,2026-03-25,07:19:29,AWST,28.265,25.283,Aries,Dir,25.283,Capricorn,Dir
Moon,12,Conjunction,Cancer,12,SignIngress,Tr-Tr,2026-03-25,18:32:52,AWST,28.266,0.0,Cancer,Dir,0.0,Cancer,Dir
Uranus,11,Trine,Neptune,8,Enter,Tr-Sp,2026-03-25,19:39:06,AWST,28.266,28.483,Taurus,Dir,29.483,Capricorn,Dir
NorthNode,9,Semi-Square,Mercury,7,Exact,Tr-Sa,2026-03-26,02:08:41,AWST,28.267,7.733,Pisces,Rx,22.733,Capricorn,Rx
Jupiter,1,Sextile,NorthNode,3,Leave,Tr-Na,2026-03-26,09:42:24,AWST,28.268,15.433,Cancer,Dir,14.433,Virgo,Rx
Saturn,10,Square,Mercury,6,Leave,Tr-Sp,2026-03-26,15:03:59,AWST,28.269,4.833,Aries,Dir,3.833,Capricorn,Dir
Uranus,11,Semi-Square,Saturn,10,Exact,Tr-Na,2026-03-27,00:14:20,AWST,28.270,28.533,Taurus,Dir,13.533,Aries,Dir
Chiron,10,Sextile,Jupiter,9,Exact,Tr-Sp,2026-03-27,11:34:30,AWST,28.271,25.417,Aries,Dir,25.417,Aquarius,Dir
Moon,1,Sextile,Uranus,11,Void,Tr-Tr,2026-03-27,19:40:15,AWST,28.272,28.567,Cancer,Dir,28.567,Taurus,Dir
Moon,2,Conjunction,Leo,2,SignIngress,Tr-Tr,2026-03-27,22:10:08,AWST,28.272,0.0,Leo,Dir,0.0,Leo,Dir
Saturn,10,Square,Pluto,6,Exact,Tr-Sa,2026-03-28,14:37:05,AWST,28.274,5.083,Aries,Dir,5.083,Capricorn,Dir
Chiron,10,Trine,Sun,6,Enter,Tr-Na,2026-03-28,18:46:24,AWST,28.275,25.483,Aries,Dir,26.483,Sagittarius,Dir
Saturn,10,Sextile,Pluto,8,Exact,Tr-Tr,2026-03-29,06:10:54,AWST,28.276,5.15,Aries,Dir,5.15,Aquarius,Dir
Moon,3,Sesquiquadrate,Saturn,10,Exact,Sp-Sp,2026-03-29,19:38:48,AWST,28.277,29.35,Leo,Dir,14.35,Aries,Dir
NorthNode,9,Trine,ASC,1,Enter,Tr-Na,2026-03-29,23:41:55,AWST,28.278,7.517,Pisces,Rx,6.517,Cancer,Dir
Neptune,10,Sesquiquadrate,Moon,2,Enter,Tr-Na,2026-03-29,23:56:10,AWST,28.278,2.1,Aries,Dir,18.1,Leo,Dir
Moon,3,Trine,Venus,11,Void,Tr-Tr,2026-03-30,01:27:32,AWST,28.278,28.833,Leo,Dir,28.833,Aries,Dir
Saturn,10,Trine,Pluto,6,Enter,Tr-Na,2026-03-30,03:17:19,AWST,28.278,5.267,Aries,Dir,6.267,Sagittarius,Dir
Moon,3,Conjunction,Virgo,3,SignIngress,Tr-Tr,2026-03-30,03:33:16,AWST,28.278,0.0,Virgo,Dir,0.0,Virgo,Dir
Chiron,10,Square,Venus,7,Enter,Tr-Sp,2026-03-30,15:39:30,AWST,28.280,25.6,Aries,Dir,26.6,Capricorn,Rx
Saturn,10,Trine,ASC,2,Exact,Tr-Sa,2026-03-30,16:51:43,AWST,28.280,5.333,Aries,Dir,5.333,Leo,Dir
Saturn,10,Sextile,Uranus,8,Enter,Tr-Na,2026-03-31,08:18:22,AWST,28.282,5.417,Aries,Dir,6.417,Aquarius,Dir
Saturn,10,Square,ASC,1,Enter,Tr-Na,2026-04-01,04:28:11,AWST,28.284,5.517,Aries,Dir,6.517,Cancer,Dir
Saturn,10,Semi-Square,Jupiter,8,Leave,Tr-Na,2026-04-01,08:01:54,AWST,28.284,5.533,Aries,Dir,19.533,Aquarius,Dir
Moon,4,Trine,Uranus,11,Void,Tr-Tr,2026-04-01,08:31:24,AWST,28.284,28.75,Virgo,Dir,28.75,Taurus,Dir
Moon,4,Conjunction,Libra,4,SignIngress,Tr-Tr,2026-04-01,10:50:42,AWST,28.285,0.0,Libra,Dir,0.0,Libra,Dir
Moon,3,Quincunx,Neptune,7,Leave,Sp-Na,2026-04-02,00:38:29,AWST,28.286,29.467,Leo,Dir,28.467,Capricorn,Dir
Jupiter,1,Trine,Chiron,5,Enter,Tr-Sp,2026-04-02,13:48:06,AWST,28.288,15.85,Cancer,Dir,16.85,Scorpio,Dir
Moon,4,Square,Jupiter,1,Void,Tr-Tr,2026-04-02,16:55:05,AWST,28.288,15.867,Libra,Dir,15.867,Cancer,Dir
Moon,3,Quincunx,Neptune,8,Exact,Sp-Sp,2026-04-02,17:29:56,AWST,28.288,29.483,Leo,Dir,29.483,Capricorn,Dir
Jupiter,1,Sextile,Moon,3,Enter,Tr-Sa,2026-04-03,16:43:57,AWST,28.291,15.933,Cancer,Dir,16.933,Virgo,Dir
NorthNode,9,Square,Pluto,6,Enter,Tr-Na,2026-04-03,19:16:49,AWST,28.291,7.267,Pisces,Rx,6.267,Sagittarius,Dir
Moon,5,Conjunction,Scorpio,5,SignIngress,Tr-Tr,2026-04-03,20:10:48,AWST,28.291,0.0,Scorpio,Dir,0.0,Scorpio,Dir
Moon,3,Sesquiquadrate,Saturn,10,Leave,Sp-Na,2026-04-04,03:11:16,AWST,28.292,29.533,Leo,Dir,13.533,Aries,Dir
NorthNode,9,Square,Pluto,6,Exact,Tr-Sp,2026-04-04,15:07:28,AWST,28.293,7.217,Pisces,Rx,7.217,Sagittarius,Dir
Uranus,11,Square,Mars,9,Exact,Tr-Sa,2026-04-05,02:00:50,AWST,28.295,28.917,Taurus,Dir,28.917,Aquarius,Dir
Pluto,8,Sextile,Pluto,6,Enter,Tr-Na,2026-04-05,02:21:31,AWST,28.295,5.267,Aquarius,Dir,6.267,Sagittarius,Dir
Saturn,10,Square,Pluto,6,Leave,Tr-Sa,2026-04-05,20:06:04,AWST,28.297,6.1,Aries,Dir,5.1,Capricorn,Dir
Moon,5,Opposition,Uranus,11,Void,Tr-Tr,2026-04-06,05:28:46,AWST,28.298,28.967,Scorpio,Dir,28.967,Taurus,Dir
Moon,5,Conjunction,Sagittarius,5,SignIngress,Tr-Tr,2026-04-06,07:31:29,AWST,28.298,0.0,Sagittarius,Dir,0.0,Sagittarius,Dir
Saturn,10,Trine,Pluto,6,Enter,Tr-Sp,2026-04-06,20:10:13,AWST,28.299,6.217,Aries,Dir,7.217,Sagittarius,Dir
Saturn,10,Trine,Pluto,6,Exact,Tr-Na,2026-04-07,04:38:58,AWST,28.300,6.267,Aries,Dir,6.267,Sagittarius,Dir
Saturn,10,Sextile,Pluto,8,Leave,Tr-Tr,2026-04-07,11:08:22,AWST,28.301,6.3,Aries,Dir,5.3,Aquarius,Dir
Saturn,10,Semi-Square,Mars,8,Enter,Tr-Sp,2026-04-07,20:11:34,AWST,28.302,6.35,Aries,Dir,22.35,Aquarius,Dir
Saturn,10,Trine,ASC,2,Leave,Tr-Sa,2026-04-07,22:50:01,AWST,28.302,6.367,Aries,Dir,5.367,Leo,Dir
Saturn,10,Sextile,Uranus,8,Exact,Tr-Na,2026-04-08,09:57:49,AWST,28.304,6.417,Aries,Dir,6.417,Aquarius,Dir
Chiron,11,Conjunction,HouseCusp,11,HouseChange,Tr-Na,2026-04-08,10:16:02,AWST,28.304,26.117,Aries,Dir,26.117,Aries,Dir
Uranus,11,Trine,Mars,8,Enter,Tr-Na,2026-04-08,17:40:30,AWST,28.305,29.083,Taurus,Dir,0.083,Aquarius,Dir
Moon,6,Square,Mars,10,Void,Tr-Tr,2026-04-08,17:51:31,AWST,28.305,28.9,Sagittarius,Dir,28.9,Pisces,Dir
Moon,6,Conjunction,Capricorn,6,SignIngress,Tr-Tr,2026-04-08,20:04:16,AWST,28.305,0.0,Capricorn,Dir,0.0,Capricorn,Dir
Saturn,10,Square,ASC,1,Exact,Tr-Na,2026-04-09,06:21:18,AWST,28.306,6.517,Aries,Dir,6.517,Cancer,Dir
Jupiter,1,Sesquiquadrate,Venus,9,Exact,Tr-Sa,2026-04-09,08:44:14,AWST,28.306,16.383,Cancer,Dir,1.383,Pisces,Dir
Neptune,10,Sextile,Venus,8,Exact,Tr-Na,2026-04-10,17:44:06,AWST,28.310,2.55,Aries,Dir,2.55,Aquarius,Dir
Moon,8,Trine,Uranus,11,Void,Tr-Tr,2026-04-11,06:23:36,AWST,28.311,29.217,Capricorn,Dir,29.217,Taurus,Dir
Moon,8,Conjunction,Aquarius,8,SignIngress,Tr-Tr,2026-04-11,07:55:26,AWST,28.312,0.0,Aquarius,Dir,0.0,Aquarius,Dir
Chiron,11,Sextile,Neptune,9,Enter,Tr-Sa,2026-04-11,14:09:36,AWST,28.312,26.3,Aries,Dir,27.3,Aquarius,Dir
Uranus,9,Square,Pluto,6,Enter,Sa-Na,2026-04-11,22:20:57,AWST,28.313,5.267,Pisces,Dir,6.267,Sagittarius,Dir
Chiron,11,Square,Sun,7,Leave,Tr-Sa,2026-04-12,03:39:13,AWST,28.314,26.333,Aries,Dir,25.333,Capricorn,Dir
Chiron,11,Square,Sun,7,Leave,Tr-Sp,2026-04-12,03:39:13,AWST,28.314,26.333,Aries,Dir,25.333,Capricorn,Dir
Saturn,10,Sextile,Uranus,8,Enter,Tr-Sp,2026-04-12,14:56:51,AWST,28.315,6.933,Aries,Dir,7.933,Aquarius,Dir
Uranus,11,Sesquiquadrate,NorthNode,4,Leave,Tr-Sa,2026-04-12,21:18:20,AWST,28.316,29.283,Taurus,Dir,13.283,Libra,Rx
NorthNode,9,Semi-Square,Mercury,7,Leave,Tr-Sa,2026-04-13,00:39:36,AWST,28.316,6.783,Pisces,Rx,22.783,Capricorn,Rx
Chiron,11,Sextile,Jupiter,9,Leave,Tr-Sp,2026-04-13,13:47:12,AWST,28.318,26.433,Aries,Dir,25.433,Aquarius,Dir
Moon,9,Square,Uranus,11,Void,Tr-Tr,2026-04-13,15:42:17,AWST,28.318,29.333,Aquarius,Dir,29.333,Taurus,Dir
Pluto,8,Opposition,ASC,2,Exact,Tr-Sa,2026-04-13,16:37:54,AWST,28.318,5.383,Aquarius,Dir,5.383,Leo,Dir
Moon,9,Conjunction,Pisces,9,SignIngress,Tr-Tr,2026-04-13,16:55:29,AWST,28.318,0.0,Pisces,Dir,0.0,Pisces,Dir
Uranus,11,Semi-Square,Saturn,10,Exact,Tr-Sp,2026-04-14,04:34:51,AWST,28.319,29.35,Taurus,Dir,14.35,Aries,Dir
Jupiter,1,Trine,Chiron,5,Exact,Tr-Sp,2026-04-14,08:59:08,AWST,28.320,16.85,Cancer,Dir,16.85,Scorpio,Dir
Chiron,11,Trine,Sun,6,Exact,Tr-Na,2026-04-14,15:32:30,AWST,28.321,26.483,Aries,Dir,26.483,Sagittarius,Dir
Saturn,10,Trine,Pluto,6,Exact,Tr-Sp,2026-04-15,00:18:05,AWST,28.322,7.217,Aries,Dir,7.217,Sagittarius,Dir
Uranus,11,Sextile,ASC,2,Exact,Tr-Sp,2026-04-15,05:13:06,AWST,28.322,29.4,Taurus,Dir,29.4,Cancer,Dir
Saturn,10,Trine,Pluto,6,Leave,Tr-Na,2026-04-15,08:49:21,AWST,28.323,7.267,Aries,Dir,6.267,Sagittarius,Dir
Jupiter,1,Sextile,Moon,3,Exact,Tr-Sa,2026-04-15,10:38:48,AWST,28.323,16.967,Cancer,Dir,16.967,Virgo,Dir
Moon,10,Sextile,Uranus,11,Void,Tr-Tr,2026-04-15,21:07:09,AWST,28.324,29.433,Pisces,Dir,29.433,Taurus,Dir
Moon,10,Conjunction,Aries,10,SignIngress,Tr-Tr,2026-04-15,22:03:51,AWST,28.324,0.0,Aries,Dir,0.0,Aries,Dir
Chiron,11,Square,Venus,7,Exact,Tr-Sp,2026-04-15,23:50:17,AWST,28.324,26.567,Aries,Dir,26.567,Capricorn,Rx
Saturn,10,Semi-Square,Mars,8,Exact,Tr-Sp,2026-04-16,04:16:03,AWST,28.325,7.367,Aries,Dir,22.367,Aquarius,Dir
Uranus,11,Trine,Neptune,7,Leave,Tr-Na,2026-04-16,06:30:17,AWST,28.325,29.467,Taurus,Dir,28.467,Capricorn,Dir
Saturn,10,Sextile,Uranus,8,Leave,Tr-Na,2026-04-16,14:45:23,AWST,28.326,7.417,Aries,Dir,6.417,Aquarius,Dir
Uranus,11,Trine,Neptune,8,Exact,Tr-Sp,2026-04-16,18:14:22,AWST,28.326,29.483,Taurus,Dir,29.483,Capricorn,Dir
Saturn,10,Square,ASC,1,Leave,Tr-Na,2026-04-17,11:36:30,AWST,28.328,7.517,Aries,Dir,6.517,Cancer,Dir
Uranus,11,Semi-Square,Saturn,10,Leave,Tr-Na,2026-04-17,15:30:19,AWST,28.329,29.533,Taurus,Dir,13.533,Aries,Dir
Moon,11,Conjunction,Sun,11,Void,Tr-Tr,2026-04-17,19:51:44,AWST,28.329,27.467,Aries,Dir,27.467,Aries,Dir
NorthNode,9,Trine,ASC,1,Exact,Tr-Na,2026-04-17,20:47:55,AWST,28.330,6.517,Pisces,Rx,6.517,Cancer,Dir
Pluto,8,Conjunction,Uranus,8,Enter,Tr-Na,2026-04-17,21:11:25,AWST,28.330,5.417,Aquarius,Dir,6.417,Aquarius,Dir
Moon,11,Conjunction,Taurus,11,SignIngress,Tr-Tr,2026-04-17,23:57:42,AWST,28.330,0.0,Taurus,Dir,0.0,Taurus,Dir
Moon,3,Conjunction,Virgo,3,SignIngress,Sp-Na,2026-04-18,00:01:17,AWST,28.330,0.0,Virgo,Dir,0.0,Virgo,Dir
Jupiter,1,Trine,Jupiter,9,Enter,Tr-Sa,2026-04-19,12:43:42,AWST,28.334,17.417,Cancer,Dir,18.417,Pisces,Dir
Neptune,10,Sesquiquadrate,Chiron,5,Leave,Tr-Sp,2026-04-19,13:44:06,AWST,28.334,2.867,Aries,Dir,16.867,Scorpio,Dir
Jupiter,1,Sesquiquadrate,Venus,9,Leave,Tr-Sa,2026-04-19,13:46:17,AWST,28.334,17.417,Cancer,Dir,1.417,Pisces,Dir
Moon,11,Conjunction,Uranus,11,Void,Tr-Tr,2026-04-19,23:44:43,AWST,28.335,29.65,Taurus,Dir,29.65,Taurus,Dir
Moon,11,Conjunction,Gemini,11,SignIngress,Tr-Tr,2026-04-20,00:17:34,AWST,28.335,0.0,Gemini,Dir,0.0,Gemini,Dir
NorthNode,9,Quincunx,ASC,2,Enter,Tr-Sa,2026-04-20,06:31:58,AWST,28.336,6.4,Pisces,Rx,5.4,Leo,Dir
Moon,12,Sextile,Mars,10,Void,Tr-Tr,2026-04-20,13:17:24,AWST,28.337,8.067,Gemini,Dir,8.067,Aries,Dir
NorthNode,9,Semi-Square,MC,10,Enter,Tr-Sp,2026-04-20,20:16:00,AWST,28.338,6.367,Pisces,Rx,20.367,Aries,Dir
NorthNode,9,Semi-Square,MC,10,Enter,Tr-Sa,2026-04-20,20:16:00,AWST,28.338,6.367,Pisces,Rx,20.367,Aries,Dir
Moon,3,Quincunx,Mars,8,Exact,Sp-Na,2026-04-20,22:05:57,AWST,28.338,0.083,Virgo,Dir,0.083,Aquarius,Dir
Saturn,10,Sextile,Uranus,8,Exact,Tr-Sp,2026-04-20,22:30:19,AWST,28.338,7.933,Aries,Dir,7.933,Aquarius,Dir
Chiron,11,Sesquiquadrate,Chiron,6,Enter,Tr-Sa,2026-04-21,06:25:25,AWST,28.339,26.883,Aries,Dir,12.883,Sagittarius,Dir
Neptune,10,Square,Mercury,6,Enter,Tr-Sp,2026-04-21,08:28:08,AWST,28.339,2.917,Aries,Dir,3.917,Capricorn,Dir
Moon,12,Conjunction,Cancer,12,SignIngress,Tr-Tr,2026-04-22,01:00:11,AWST,28.341,0.0,Cancer,Dir,0.0,Cancer,Dir
Chiron,11,Sesquiquadrate,NorthNode,3,Enter,Tr-Sp,2026-04-22,01:21:46,AWST,28.341,26.933,Aries,Dir,12.933,Virgo,Rx
NorthNode,9,Conjunction,Uranus,9,Enter,Tr-Sa,2026-04-22,03:35:15,AWST,28.341,6.3,Pisces,Rx,5.3,Pisces,Dir
NorthNode,9,Square,Pluto,6,Exact,Tr-Na,2026-04-22,16:30:28,AWST,28.343,6.267,Pisces,Rx,6.267,Sagittarius,Dir
Jupiter,1,Trine,Chiron,5,Leave,Tr-Sp,2026-04-23,08:19:30,AWST,28.345,17.867,Cancer,Dir,16.867,Scorpio,Dir
Saturn,10,Trine,Pluto,6,Leave,Tr-Sp,2026-04-23,09:24:56,AWST,28.345,8.217,Aries,Dir,7.217,Sagittarius,Dir
NorthNode,9,Square,Pluto,6,Leave,Tr-Sp,2026-04-23,11:41:43,AWST,28.345,6.217,Pisces,Rx,7.217,Sagittarius,Dir
Moon,2,Sextile,Uranus,11,Void,Tr-Tr,2026-04-24,03:28:09,AWST,28.347,29.867,Cancer,Dir,29.867,Taurus,Dir
Moon,2,Conjunction,Leo,2,SignIngress,Tr-Tr,2026-04-24,03:40:39,AWST,28.347,0.0,Leo,Dir,0.0,Leo,Dir
Jupiter,1,Sextile,Moon,3,Leave,Tr-Sa,2026-04-24,09:58:33,AWST,28.347,18.0,Cancer,Dir,17.0,Virgo,Dir
Saturn,10,Semi-Square,Mars,8,Leave,Tr-Sp,2026-04-24,17:57:17,AWST,28.348,8.383,Aries,Dir,22.383,Aquarius,Dir
NorthNode,9,Sextile,Pluto,6,Enter,Tr-Sa,2026-04-24,20:28:16,AWST,28.349,6.15,Pisces,Rx,5.15,Capricorn,Dir
Moon,2,Trine,Mercury,10,Void,Tr-Tr,2026-04-25,06:20:55,AWST,28.350,15.167,Leo,Dir,15.167,Aries,Dir
Uranus,11,Square,Mars,9,Leave,Tr-Sa,2026-04-26,02:45:57,AWST,28.352,29.983,Taurus,Dir,28.983,Aquarius,Dir
Uranus,11,Conjunction,Gemini,11,SignIngress,Tr-Na,2026-04-26,08:51:29,AWST,28.353,0.0,Gemini,Dir,0.0,Gemini,Dir
Moon,3,Conjunction,Virgo,3,SignIngress,Tr-Tr,2026-04-26,09:04:22,AWST,28.353,0.0,Virgo,Dir,0.0,Virgo,Dir
Neptune,10,Sesquiquadrate,Moon,2,Exact,Tr-Na,2026-04-26,21:47:50,AWST,28.354,3.1,Aries,Dir,18.1,Leo,Dir
Moon,3,Sextile,Jupiter,1,Void,Tr-Tr,2026-04-27,19:11:49,AWST,28.357,18.433,Virgo,Dir,18.433,Cancer,Dir
Jupiter,1,Trine,Jupiter,9,Exact,Tr-Sa,2026-04-27,20:24:02,AWST,28.357,18.433,Cancer,Dir,18.433,Pisces,Dir
Uranus,11,Trine,Mars,8,Exact,Tr-Na,2026-04-28,03:35:14,AWST,28.358,0.083,Gemini,Dir,0.083,Aquarius,Dir
ASC,2,Opposition,Uranus,8,Enter,Sa-Na,2026-04-28,10:50:10,AWST,28.358,5.417,Leo,Dir,6.417,Aquarius,Dir
Jupiter,1,Quincunx,Jupiter,8,Enter,Tr-Na,2026-04-28,15:34:43,AWST,28.359,18.533,Cancer,Dir,19.533,Aquarius,Dir
Moon,4,Conjunction,Libra,4,SignIngress,Tr-Tr,2026-04-28,17:02:41,AWST,28.359,0.0,Libra,Dir,0.0,Libra,Dir
Moon,3,Sesquiquadrate,Saturn,10,Leave,Sp-Sp,2026-04-28,22:59:28,AWST,28.360,0.35,Virgo,Dir,14.35,Aries,Dir
Chiron,11,Sextile,Neptune,9,Exact,Tr-Sa,2026-04-29,01:42:24,AWST,28.360,27.35,Aries,Dir,27.35,Aquarius,Dir
Saturn,10,Sextile,Uranus,8,Leave,Tr-Sp,2026-04-29,13:00:33,AWST,28.361,8.933,Aries,Dir,7.933,Aquarius,Dir
ASC,2,Semi-Square,NorthNode,3,Exact,Sp-Na,2026-04-29,17:18:12,AWST,28.362,29.433,Cancer,Dir,14.433,Virgo,Rx
Pluto,8,Semi-Square,MC,10,Enter,Tr-Na,2026-04-29,18:17:30,AWST,28.362,5.483,Aquarius,Dir,21.483,Pisces,Dir
Moon,4,Opposition,Mercury,10,Void,Tr-Tr,2026-04-30,16:51:36,AWST,28.365,24.8,Libra,Dir,24.8,Aries,Dir
Chiron,11,Square,Neptune,7,Enter,Tr-Na,2026-04-30,19:24:53,AWST,28.365,27.467,Aries,Dir,28.467,Capricorn,Dir
Moon,5,Conjunction,Scorpio,5,SignIngress,Tr-Tr,2026-05-01,03:01:47,AWST,28.366,0.0,Scorpio,Dir,0.0,Scorpio,Dir
Chiron,11,Trine,Sun,6,Leave,Tr-Na,2026-05-01,08:30:23,AWST,28.366,27.483,Aries,Dir,26.483,Sagittarius,Dir
Chiron,11,Square,Venus,7,Leave,Tr-Sp,2026-05-02,06:20:33,AWST,28.369,27.55,Aries,Dir,26.55,Capricorn,Rx
Moon,5,Trine,Jupiter,1,Void,Tr-Tr,2026-05-02,16:47:20,AWST,28.370,19.1,Scorpio,Dir,19.1,Cancer,Dir
Moon,3,Quincunx,Neptune,8,Leave,Sp-Sp,2026-05-02,20:02:42,AWST,28.370,0.483,Virgo,Dir,29.483,Capricorn,Dir
Uranus,11,Semi-Square,Saturn,10,Leave,Tr-Sp,2026-05-02,23:32:46,AWST,28.371,0.35,Gemini,Dir,14.35,Aries,Dir
Moon,5,Conjunction,Sagittarius,5,SignIngress,Tr-Tr,2026-05-03,14:33:25,AWST,28.373,0.0,Sagittarius,Dir,0.0,Sagittarius,Dir
Saturn,10,Semi-Square,Jupiter,9,Enter,Tr-Sp,2026-05-04,00:39:56,AWST,28.374,9.433,Aries,Dir,25.433,Aquarius,Dir
Jupiter,1,Sesquiquadrate,Uranus,9,Enter,Tr-Sa,2026-05-04,07:11:33,AWST,28.375,19.333,Cancer,Dir,5.333,Pisces,Dir
Uranus,11,Sextile,ASC,2,Leave,Tr-Sp,2026-05-04,14:25:25,AWST,28.375,0.45,Gemini,Dir,29.45,Cancer,Dir
Uranus,11,Square,Venus,9,Enter,Tr-Sa,2026-05-04,18:11:15,AWST,28.376,0.45,Gemini,Dir,1.45,Pisces,Dir
Jupiter,1,Square,MC,10,Enter,Tr-Sp,2026-05-04,19:23:58,AWST,28.376,19.4,Cancer,Dir,20.4,Aries,Dir
Jupiter,1,Square,MC,10,Enter,Tr-Sa,2026-05-04,19:23:58,AWST,28.376,19.4,Cancer,Dir,20.4,Aries,Dir
Jupiter,1,Trine,Jupiter,9,Leave,Tr-Sa,2026-05-05,03:48:18,AWST,28.377,19.45,Cancer,Dir,18.45,Pisces,Dir
Moon,6,Trine,Mars,10,Void,Tr-Tr,2026-05-05,05:33:24,AWST,28.377,19.35,Sagittarius,Dir,19.35,Aries,Dir
Uranus,11,Trine,Neptune,8,Leave,Tr-Sp,2026-05-05,06:20:27,AWST,28.377,0.483,Gemini,Dir,29.483,Capricorn,Dir
Jupiter,1,Quincunx,Jupiter,8,Exact,Tr-Na,2026-05-05,17:47:06,AWST,28.378,19.533,Cancer,Dir,19.533,Aquarius,Dir
Jupiter,1,Sesquiquadrate,NorthNode,9,Enter,Tr-Tr,2026-05-05,21:58:22,AWST,28.379,19.567,Cancer,Dir,5.567,Pisces,Rx
Moon,6,Conjunction,Capricorn,6,SignIngress,Tr-Tr,2026-05-06,03:06:03,AWST,28.380,0.0,Capricorn,Dir,0.0,Capricorn,Dir
NorthNode,9,Trine,ASC,1,Leave,Tr-Na,2026-05-06,18:04:02,AWST,28.381,5.517,Pisces,Rx,6.517,Cancer,Dir
Pluto,8,Station,,,Retrograde,Tr,2026-05-06,23:34:21,AWST,28.382,5.5,Aquarius,Rx,,,
Moon,7,Square,Mars,10,Void,Tr-Tr,2026-05-07,22:18:23,AWST,28.384,21.4,Capricorn,Dir,21.4,Aries,Dir
NorthNode,9,Quincunx,ASC,2,Exact,Tr-Sa,2026-05-08,05:08:16,AWST,28.385,5.45,Pisces,Rx,5.45,Leo,Dir
Moon,8,Conjunction,Aquarius,8,SignIngress,Tr-Tr,2026-05-08,15:27:21,AWST,28.386,0.0,Aquarius,Dir,0.0,Aquarius,Dir
Uranus,11,Square,Moon,3,Exact,Tr-Sp,2026-05-08,16:02:33,AWST,28.386,0.683,Gemini,Dir,0.683,Virgo,Dir
NorthNode,9,Semi-Square,MC,10,Exact,Tr-Sp,2026-05-08,18:52:10,AWST,28.387,5.417,Pisces,Rx,20.417,Aries,Dir
NorthNode,9,Semi-Square,MC,10,Exact,Tr-Sa,2026-05-08,18:52:10,AWST,28.387,5.417,Pisces,Rx,20.417,Aries,Dir
Chiron,11,Sesquiquadrate,NorthNode,3,Exact,Tr-Sp,2026-05-08,23:12:52,AWST,28.387,27.933,Aries,Dir,12.933,Virgo,Rx
Chiron,11,Sesquiquadrate,Chiron,6,Exact,Tr-Sa,2026-05-09,01:07:08,AWST,28.387,27.933,Aries,Dir,12.933,Sagittarius,Dir
ASC,2,Opposition,Neptune,7,Leave,Sp-Na,2026-05-09,11:37:02,AWST,28.389,29.467,Cancer,Dir,28.467,Capricorn,Dir
NorthNode,9,Conjunction,Uranus,9,Exact,Tr-Sa,2026-05-10,02:10:04,AWST,28.390,5.35,Pisces,Rx,5.35,Pisces,Dir
Chiron,11,Sextile,Mars,9,Enter,Tr-Sa,2026-05-10,10:02:06,AWST,28.391,28.017,Aries,Dir,29.017,Aquarius,Dir
Jupiter,1,Sesquiquadrate,Pluto,6,Enter,Tr-Na,2026-05-10,12:11:23,AWST,28.391,20.267,Cancer,Dir,6.267,Sagittarius,Dir
